Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.529 [0.505-0.55],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.490 [0.456-0.52],7.873e-165,***,Cystitis,Genitourinary
MEMLOSS,48,0.447 [0.338-0.56],2.538e-10,***,Memory loss,Mental and behavioural
E4_LIPOPROTNAS,242,0.417 [0.346-0.49],1.194e-25,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.394 [0.359-0.43],1.873e-98,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.329 [0.288-0.37],2.082e-51,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_URINOTH,1485,0.323 [0.296-0.35],2.464e-111,***,Other diseases of urinary system,Genitourinary
E4_METABOLIA,4834,0.316 [0.291-0.34],2.153e-131,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.292 [0.234-0.35],3.760e-17,***,Status post-ami,Circulatory
VD_U,43,0.271 [0.208-0.33],4.768e-12,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.267 [0.195-0.34],1.252e-07,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.235 [0.186-0.28],5.732e-16,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_LIPOPROT,7076,0.219 [0.203-0.24],2.002e-144,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.215 [0.209-0.22],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
F5_VASCDEM,107,0.209 [0.156-0.26],2.676e-09,***,Vascular dementia,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.138 [0.134-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.127 [0.107-0.15],4.746e-32,***,Any mental disorder,Mental and behavioural
AD_AM,451,0.111 [0.093-0.13],2.003e-26,***,Alzheimer disease (Atypical or mixed),Nervous
I9_UAP,1483,0.110 [0.090-0.13],2.515e-21,***,Unstable angina pectoris,Circulatory
E4_HYPERLIPMIX,365,0.101 [0.080-0.12],3.997e-16,***,Mixed hyperlipidaemia,Endocrine and metabolic
NEURODEGOTH,4178,0.095 [0.088-0.10],6.714e-167,***,Other degenerative diseases of the nervous system,Nervous
K11_HAEMORR,329,0.093 [0.072-0.11],1.144e-12,***,Haemorrhoids and perianal venous thrombosis,Digestive
F5_DEMENTIA,3309,0.093 [0.084-0.10],1.895e-95,***,Dementia,Mental and behavioural
AUD,259,0.091 [0.079-0.10],4.452e-51,***,"Alcohol use disorder, ICD-based",Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.089 [0.080-0.10],4.828e-76,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.087 [0.080-0.09],1.063e-129,***,Unspecific neurodegenerative disorder,Nervous
N14_CHRONEPHROPATH,18,0.083 [0.073-0.09],4.979e-47,***,Chronic nephritic syndrome,Genitourinary
CD2_BENIGN_COLON_NOS,212,0.080 [0.050-0.11],0.029,*,"Benign neoplasm: Colon, unspecified",Neoplasms
G6_ALZHEIMER,2982,0.074 [0.066-0.08],8.910e-81,***,Alzheimer disease,Nervous
N14_FEMALEINFERT,80,0.073 [0.058-0.09],1.137e-16,***,Female infertility,Genitourinary
F5_ALZHDEMENT,2076,0.069 [0.061-0.08],2.736e-57,***,Dementia in Alzheimer disease,Mental and behavioural
K11_FISTULA,485,0.067 [0.062-0.07],1.013e-144,***,Colonic or urogenital fistula,Digestive
K11_INTESTOTH,398,0.067 [0.053-0.08],4.225e-17,***,Other diseases of intestines,Digestive
E4_ENDOGLAND,63,0.065 [0.047-0.08],7.841e-07,***,Disorders of other endocrine glands,Endocrine and metabolic
I9_IHD,7725,0.059 [0.048-0.07],1.282e-22,***,"Ischaemic heart disease, wide definition",Circulatory
M13_HALLUXVALGUS,3980,0.058 [0.053-0.06],3.153e-121,***,Hallux valgus (acquired),Musculoskeletal
H7_CHALAZION,671,0.055 [0.052-0.06],5.522e-197,***,Chalazion,Eye and adnexa
I9_CORATHER,8695,0.053 [0.044-0.06],8.943e-31,***,Coronary atherosclerosis,Circulatory
