Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.173 [0.161-0.18],4.129e-169,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.150 [0.142-0.16],1.457e-265,***,Other diseases of urinary system,Genitourinary
N14_POSTMENBLEED,14,0.113 [0.084-0.14],7.993e-09,***,Postmenopausal bleeding,Genitourinary
F5_DELUSIO,6,0.075 [0.050-0.10],3.692e-04,***,Persistent delusional disorders,Mental and behavioural
M13_ENTESOPATHYOTH,48,0.075 [0.055-0.09],6.960e-08,***,Other enthesopathies,Musculoskeletal
M13_SOFTTISSUEOTH,600,0.060 [0.049-0.07],4.718e-23,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
F5_DEMINOTH,8,0.056 [0.041-0.07],1.062e-08,***,Dementia in other diseases classified elsewhere,Mental and behavioural
G6_PARKINSON,2693,0.052 [0.051-0.05],1.000e-315,***,Parkinson's disease,Nervous
AB1_BACT_INTEST_OTH,357,0.050 [0.045-0.06],4.597e-66,***,Other bacterial intestinal infections,Infectious and parasitic
K11_GASTRODUOULC,227,0.048 [0.042-0.05],1.297e-43,***,Gastroduodenal ulcer,Digestive
CD2_BENIGN_LIPOMATOUS,198,0.048 [0.035-0.06],1.284e-07,***,Benign lipomatous neoplasm,Neoplasms
C_DIFFICILE_ENTEROCOLITIS,2693,0.048 [0.046-0.05],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
J10_ACUTEUPPERINFEC,241,0.045 [0.031-0.06],4.755e-05,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
G6_DEGENOTH,14,0.045 [0.036-0.05],1.009e-16,***,Other and unspecified degenerative diseases of nervous system,Nervous
K11_CHOLECYST,114,0.043 [0.036-0.05],1.885e-28,***,Cholecystitis,Digestive
KRA_PSY_ANYMENTAL,2504,0.041 [0.035-0.05],4.418e-39,***,Any mental disorder,Mental and behavioural
K11_PANCOTH,29,0.041 [0.028-0.05],4.177e-05,***,Other diseases of pancreas,Digestive
MEMLOSS,48,0.041 [0.031-0.05],1.042e-09,***,Memory loss,Mental and behavioural
I9_HEARTFAIL,682,0.040 [0.034-0.05],4.330e-30,***,"Heart failure, strict",Circulatory
AMN2,162,0.040 [0.032-0.05],4.667e-17,***,Transient global amnesia,Nervous
J10_UPPERINFEC,1002,0.038 [0.030-0.05],4.737e-16,***,Acute upper respiratory infections,Respiratory
L12_LICHENSIMPLEX,206,0.037 [0.034-0.04],5.614e-109,***,Lichen simplex chronicus,Skin
F5_DELIRIUM,173,0.037 [0.032-0.04],4.225e-42,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_HYPERLIPMIX,365,0.036 [0.029-0.04],6.596e-19,***,Mixed hyperlipidaemia,Endocrine and metabolic
M13_ARTHROSIS_OTH,570,0.036 [0.029-0.04],5.029e-20,***,Other arthrosis,Musculoskeletal
H7_RETINALDETACHBREAK,53,0.034 [0.025-0.04],3.485e-07,***,Retinal detachment with retinal break,Eye and adnexa
J10_INFLUPNEU,534,0.034 [0.023-0.04],2.239e-04,***,Influenza and pneumonia,Respiratory
F5_DEPRESSIO,2165,0.032 [0.027-0.04],9.673e-31,***,Depression,Mental and behavioural
IPF,3405,0.032 [0.031-0.03],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
AB1_VIRAL_HEPATITIS,81,0.032 [0.021-0.04],0.004,**,Viral hepatitis,Infectious and parasitic
H7_GLAUCNAS,69,0.031 [0.025-0.04],3.438e-17,***,Other and unspecified glaucoma,Eye and adnexa
VD_U,43,0.031 [0.025-0.04],4.471e-23,***,Vascular dementia (undefined),Mental and behavioural
