Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.437 [0.423-0.45],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.300 [0.284-0.32],1.594e-294,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPMIX,365,0.247 [0.212-0.28],4.825e-39,***,Mixed hyperlipidaemia,Endocrine and metabolic
K11_OTHDISDIG,25,0.244 [0.218-0.27],7.195e-75,***,Other diseases of the digestive system,Digestive
KRA_PSY_ANYMENTAL,2504,0.219 [0.206-0.23],6.970e-222,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.217 [0.206-0.23],1.000e-315,***,Diseases of male genital organs,Genitourinary
J10_ACUTEUPPERINFEC,241,0.173 [0.140-0.21],6.027e-19,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_INFLUPNEU,534,0.143 [0.127-0.16],3.726e-68,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.121 [0.104-0.14],7.241e-41,***,Acute upper respiratory infections,Respiratory
N14_PROSTHYPERPLA,3795,0.119 [0.115-0.12],1.000e-315,***,Hyperplasia of prostate,Genitourinary
FALLS,542,0.104 [0.069-0.14],8.883e-04,***,Falls/tendency to fall,Nervous
F5_DEPRESSIO,2165,0.102 [0.094-0.11],1.899e-141,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.102 [0.096-0.11],1.515e-242,***,Chalazion,Eye and adnexa
AB1_BACT_INTEST_OTH,357,0.100 [0.092-0.11],2.804e-130,***,Other bacterial intestinal infections,Infectious and parasitic
M13_ENTESOPATHYOTH,48,0.097 [0.078-0.12],8.834e-19,***,Other enthesopathies,Musculoskeletal
M13_HAMMERTOE,331,0.094 [0.079-0.11],3.119e-32,***,Other hammer toe(s) (acquired),Musculoskeletal
C_DIFFICILE_ENTEROCOLITIS,2693,0.089 [0.086-0.09],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
