Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.262 [0.238-0.29],1.229e-95,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
CD2_BENIGN_COLON_NOS,212,0.228 [0.173-0.28],5.962e-11,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_HYPERLIPNAS,1251,0.173 [0.157-0.19],1.177e-95,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_METABOLIA,4834,0.147 [0.134-0.16],4.846e-106,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.144 [0.125-0.16],1.104e-41,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.124 [0.100-0.15],6.041e-18,***,Status post-ami,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.121 [0.113-0.13],8.084e-177,***,Migraine with aura,Nervous
PD_DEMENTIA,12,0.109 [0.077-0.14],7.292e-06,***,Dementia due to Parkinson's disease,Mental and behavioural
M13_LIMBPAIN,197,0.107 [0.088-0.13],4.100e-22,***,Pain in limb,Musculoskeletal
E4_LIPOPROT,7076,0.092 [0.082-0.10],2.415e-69,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
O15_PRETERM,17,0.087 [0.066-0.11],2.208e-10,***,Preterm labour and delivery,Pregnancy
O15_DELIV_CAESAR,82,0.084 [0.072-0.10],2.025e-33,***,Single delivery by caesarean section,Pregnancy
CD2_BENIGN_COLORECANI,1443,0.083 [0.067-0.10],3.316e-19,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_OSTEOCHONDRO,166,0.081 [0.070-0.09],9.424e-43,***,Osteopathies and chondropathies,Musculoskeletal
K11_CHRONGASTR,210,0.078 [0.070-0.09],1.918e-80,***,Chronic gastritis,Digestive
K11_PANCOTH,29,0.076 [0.065-0.09],1.019e-41,***,Other diseases of pancreas,Digestive
O15_MATERN_CARE_PELVIC_ABNORM,86,0.072 [0.061-0.08],1.144e-29,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
M13_MENISCUSDERANGEMENTS,937,0.072 [0.061-0.08],1.319e-31,***,Meniscus derangement,Musculoskeletal
M13_ROTATORCUFF,66,0.070 [0.048-0.09],2.507e-04,***,Rotator cuff syndrome,Musculoskeletal
M13_ARTHROPATHIES,7062,0.066 [0.061-0.07],9.851e-157,***,Arthropathies,Musculoskeletal
N14_PYELONEPHR,67,0.065 [0.049-0.08],7.958e-11,***,Acute tubulo-interstitial nephritis,Genitourinary
K11_LIVER,812,0.063 [0.058-0.07],6.170e-122,***,Diseases of liver,Digestive
G6_XTRAPYR,48,0.060 [0.044-0.08],7.178e-09,***,Extrapyramidal and movement disorders,Nervous
AUD,259,0.059 [0.051-0.07],4.734e-37,***,"Alcohol use disorder, ICD-based",Mental and behavioural
AB1_INTESTINAL_INFECTIONS,954,0.058 [0.050-0.07],1.633e-41,***,Intestinal infectious diseases,Infectious and parasitic
L12_DERMATITISNAS,2477,0.057 [0.054-0.06],6.592e-229,***,Dermatitis,Skin
K11_DISLIVOTH,287,0.057 [0.053-0.06],8.925e-238,***,Other diseases of liver,Digestive
M13_LOWBACKPAIN,1988,0.056 [0.051-0.06],1.572e-78,***,Low back pain,Musculoskeletal
E4_OBESITYXTRMALV,103,0.056 [0.049-0.06],2.202e-51,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
CD2_BENIGN_OTHERDIGESTIVE,74,0.054 [0.041-0.07],1.392e-10,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
H7_CATARACTSENILE,4936,0.053 [0.050-0.06],1.083e-149,***,Senile cataract,Eye and adnexa
O15_MATERN_CARE_OTHER,240,0.053 [0.047-0.06],2.647e-50,***,Maternal care for other known or suspected fetal problems,Pregnancy
M13_DORSALGIANAS,1009,0.050 [0.044-0.06],1.750e-52,***,Other/unspecified dorsalgia,Musculoskeletal
