Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.423 [0.386-0.46],3.983e-106,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
AB1_OTHER_BACTERIAL,478,0.354 [0.334-0.37],1.981e-261,***,Other bacterial diseases,Infectious and parasitic
J10_UPPERINFEC,1002,0.336 [0.319-0.35],1.000e-315,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.323 [0.294-0.35],2.219e-106,***,Influenza and pneumonia,Respiratory
O15_DELIV_CAESAR,82,0.227 [0.214-0.24],2.398e-254,***,Single delivery by caesarean section,Pregnancy
M13_OSTEOCHONDRO,166,0.205 [0.173-0.24],1.428e-31,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_OTHER,240,0.202 [0.192-0.21],1.000e-315,***,Maternal care for other known or suspected fetal problems,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,0.200 [0.184-0.22],9.072e-124,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
H8_EXTERNAL,828,0.187 [0.181-0.19],1.000e-315,***,Diseases of external ear,Ear and mastoid
N14_MALEGEN,1375,0.182 [0.173-0.19],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.179 [0.167-0.19],9.218e-196,***,Any mental disorder,Mental and behavioural
J10_UPPERDIS,4085,0.163 [0.153-0.17],1.067e-224,***,Other diseases of upper respiratory tract,Respiratory
H7_VITRBODYGLOBE,276,0.161 [0.144-0.18],5.296e-77,***,Disorders of vitreous body,Eye and adnexa
CD2_BENIGN_COLON_NOS,212,0.147 [0.110-0.18],1.662e-09,***,"Benign neoplasm: Colon, unspecified",Neoplasms
L12_INFECT_SKIN,518,0.144 [0.124-0.16],4.770e-42,***,Infections of the skin and subcutaneous tissue,Skin
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.138 [0.130-0.15],2.179e-263,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
M13_SYNOTEND,1267,0.131 [0.119-0.14],6.716e-93,***,Disorders of synovium and tendon,Musculoskeletal
O15_PRETERM,17,0.129 [0.108-0.15],1.460e-26,***,Preterm labour and delivery,Pregnancy
N14_URETHRAOTH,610,0.125 [0.118-0.13],1.173e-241,***,Other disorders of urethra and urinary system,Genitourinary
ASTHMA_NAS,3913,0.115 [0.111-0.12],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
H8_EXTOTITIS,1164,0.110 [0.105-0.12],1.000e-315,***,Otitis externa,Ear and mastoid
M13_ARTHROPATHIES,7062,0.109 [0.103-0.11],3.238e-274,***,Arthropathies,Musculoskeletal
I9_ARTOTH,187,0.107 [0.102-0.11],1.000e-315,***,Other diseases of arteries and capillaries,Circulatory
N14_URINOTH,1485,0.104 [0.094-0.11],4.437e-90,***,Other diseases of urinary system,Genitourinary
N14_PROSTHYPERPLA,3795,0.104 [0.100-0.11],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.103 [0.096-0.11],1.568e-172,***,Depression,Mental and behavioural
L12_CORNSANDCALLOS,491,0.101 [0.097-0.10],1.000e-315,***,Corns and callosities,Skin
O15_PREG_OTHER_MAT_DISORD,1961,0.100 [0.090-0.11],1.908e-96,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
