Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.598 [0.566-0.63],6.158e-286,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.456 [0.429-0.48],3.188e-246,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.370 [0.341-0.40],6.212e-127,***,Other diseases of urinary system,Genitourinary
MEMLOSS,48,0.282 [0.231-0.33],2.395e-22,***,Memory loss,Mental and behavioural
G6_DEGENOTH,14,0.282 [0.217-0.35],2.266e-12,***,Other and unspecified degenerative diseases of nervous system,Nervous
E4_HYPERLIPNAS,1251,0.233 [0.203-0.26],3.268e-44,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.226 [0.221-0.23],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_HYPERLIPMIX,365,0.203 [0.172-0.23],6.230e-34,***,Mixed hyperlipidaemia,Endocrine and metabolic
E4_FH,518,0.201 [0.163-0.24],1.511e-20,***,Familial hypercholesterolemia,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.193 [0.178-0.21],1.699e-128,***,Any mental disorder,Mental and behavioural
I9_POSTAMI,149,0.193 [0.154-0.23],2.169e-17,***,Status post-ami,Circulatory
E4_METABOLIA,4834,0.192 [0.169-0.21],7.006e-54,***,Metabolic disorders,Endocrine and metabolic
E4_LIPOPROTNAS,242,0.189 [0.128-0.25],2.513e-04,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
VD_U,43,0.184 [0.154-0.21],1.469e-27,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.172 [0.122-0.22],2.779e-06,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.161 [0.132-0.19],7.476e-23,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_LIPOPROT,7076,0.153 [0.136-0.17],2.557e-71,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
C_DIFFICILE_ENTEROCOLITIS,2693,0.149 [0.145-0.15],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
N14_MALEGEN,1375,0.148 [0.139-0.16],1.177e-218,***,Diseases of male genital organs,Genitourinary
F5_VASCDEM,107,0.134 [0.098-0.17],5.357e-08,***,Vascular dementia,Mental and behavioural
N14_CHRONEPHROPATH,18,0.100 [0.089-0.11],3.279e-67,***,Chronic nephritic syndrome,Genitourinary
K11_INTESTOTH,398,0.091 [0.075-0.11],7.256e-26,***,Other diseases of intestines,Digestive
K11_FISTULA,485,0.090 [0.085-0.09],5.544e-300,***,Colonic or urogenital fistula,Digestive
H7_CHALAZION,671,0.088 [0.083-0.09],1.000e-315,***,Chalazion,Eye and adnexa
AUD,259,0.086 [0.071-0.10],9.451e-24,***,"Alcohol use disorder, ICD-based",Mental and behavioural
N14_PROSTHYPERPLA,3795,0.080 [0.077-0.08],1.000e-315,***,Hyperplasia of prostate,Genitourinary
NEURODEGOTH,4178,0.077 [0.073-0.08],3.287e-221,***,Other degenerative diseases of the nervous system,Nervous
M13_HAMMERTOE,331,0.073 [0.057-0.09],4.287e-13,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_PLEURA,140,0.073 [0.060-0.09],1.769e-21,***,Other diseases of pleura,Respiratory
N14_FEMALEINFERT,80,0.072 [0.057-0.09],9.167e-16,***,Female infertility,Genitourinary
M13_HALLUXVALGUS,3980,0.072 [0.067-0.08],1.034e-146,***,Hallux valgus (acquired),Musculoskeletal
M13_RADICULOPATHY,15,0.070 [0.048-0.09],7.313e-05,***,Radiculopathy,Musculoskeletal
K11_HAEMORR,329,0.069 [0.051-0.09],1.039e-08,***,Haemorrhoids and perianal venous thrombosis,Digestive
AD_AM,451,0.069 [0.057-0.08],2.336e-26,***,Alzheimer disease (Atypical or mixed),Nervous
F5_DEPRESSIO,2165,0.068 [0.061-0.07],3.638e-78,***,Depression,Mental and behavioural
H7_PARASTRAB,7,0.062 [0.042-0.08],2.844e-04,***,Paralytic strabismus,Eye and adnexa
J10_SEPTDEV,498,0.061 [0.049-0.07],1.425e-15,***,Deviated nasal septum,Respiratory
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.061 [0.056-0.07],4.386e-96,***,Melanocytic naevi of trunk,Neoplasms
F5_DEMENTIA,3308,0.055 [0.051-0.06],3.443e-113,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.055 [0.049-0.06],1.494e-94,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4069,0.054 [0.050-0.06],1.389e-137,***,Unspecific neurodegenerative disorder,Nervous
I9_UAP,1483,0.054 [0.039-0.07],6.838e-07,***,Unstable angina pectoris,Circulatory
I9_HEARTFAIL,682,0.050 [0.041-0.06],6.950e-20,***,"Heart failure, strict",Circulatory
N14_MENSIRREG,59,0.049 [0.033-0.07],0.001,**,Irregular menses,Genitourinary
J10_PLEURPLAGUE,310,0.047 [0.044-0.05],3.680e-217,***,Pleural plaque,Respiratory
CD2_BENIGN_THYROID,151,0.047 [0.044-0.05],2.384e-240,***,Benign neoplasm of thyroid gland,Neoplasms
K11_DISORD_TEETH,111,0.044 [0.031-0.06],4.824e-06,***,Other disorders of teeth and supporting structures,Digestive
