Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.547 [0.522-0.57],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.475 [0.437-0.51],5.442e-127,***,Cystitis,Genitourinary
F5_DEMINOTH,8,0.309 [0.220-0.40],2.748e-06,***,Dementia in other diseases classified elsewhere,Mental and behavioural
G6_DEGENOTH,14,0.309 [0.259-0.36],3.537e-28,***,Other and unspecified degenerative diseases of nervous system,Nervous
MEMLOSS,48,0.308 [0.265-0.35],1.727e-39,***,Memory loss,Mental and behavioural
E4_LIPOPROTNAS,242,0.277 [0.232-0.32],2.392e-27,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.268 [0.244-0.29],1.358e-100,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_METABOLIA,4834,0.265 [0.247-0.28],1.370e-185,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.228 [0.202-0.25],6.785e-59,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.221 [0.180-0.26],4.768e-20,***,Status post-ami,Circulatory
L12_OTHERDISSKINANDSUBCUTIS,1,0.213 [0.133-0.29],0.041,*,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",Skin
AB1_BACT_INTEST_OTH,357,0.208 [0.202-0.21],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
VD_U,43,0.204 [0.179-0.23],4.653e-49,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.200 [0.155-0.25],1.127e-12,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.195 [0.171-0.22],2.628e-50,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_LIPOPROT,7076,0.160 [0.148-0.17],1.576e-138,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_VASCDEM,107,0.158 [0.127-0.19],1.938e-17,***,Vascular dementia,Mental and behavioural
J10_BRONCHIECTASIS,2,0.134 [0.093-0.17],2.573e-05,***,Bronchiectasis,Respiratory
E4_HYPERLIPMIX,365,0.134 [0.117-0.15],4.651e-48,***,Mixed hyperlipidaemia,Endocrine and metabolic
H8_NONSUPPNAS,1145,0.132 [0.122-0.14],3.287e-134,***,Nonsuppurative otitis media,Ear and mastoid
C_DIFFICILE_ENTEROCOLITIS,2693,0.131 [0.127-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
N14_URINOTH,1485,0.110 [0.070-0.15],0.013,*,Other diseases of urinary system,Genitourinary
CD2_NONFOLLICULAR_LYMPHOMA,1094,0.107 [0.100-0.11],3.528e-216,***,Non-follicular lymphoma,Neoplasms
I9_IHD,7725,0.102 [0.093-0.11],1.375e-121,***,"Ischaemic heart disease, wide definition",Circulatory
K11_INTESTOTH,398,0.101 [0.084-0.12],5.129e-26,***,Other diseases of intestines,Digestive
N14_CHRONEPHROPATH,18,0.095 [0.083-0.11],3.255e-57,***,Chronic nephritic syndrome,Genitourinary
I9_UAP,1483,0.093 [0.079-0.11],8.791e-36,***,Unstable angina pectoris,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.091 [0.081-0.10],6.715e-70,***,Migraine with aura,Nervous
N14_FEMALEINFERT,80,0.076 [0.060-0.09],8.927e-17,***,Female infertility,Genitourinary
K11_HAEMORR,329,0.074 [0.054-0.09],1.214e-07,***,Haemorrhoids and perianal venous thrombosis,Digestive
AD_AM,451,0.074 [0.063-0.08],2.769e-37,***,Alzheimer disease (Atypical or mixed),Nervous
H7_PTOSIS,64,0.069 [0.061-0.08],1.157e-51,***,Ptosis of eyelid,Eye and adnexa
I9_CORATHER,8695,0.067 [0.060-0.07],6.105e-87,***,Coronary atherosclerosis,Circulatory
AUD,259,0.066 [0.057-0.08],9.297e-41,***,"Alcohol use disorder, ICD-based",Mental and behavioural
