Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-PL%,1.03 [0.83-1.28],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.02 [0.81-1.29],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.02 [0.81-1.28],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.02 [0.79-1.30],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.01 [0.81-1.26],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.00 [0.82-1.21],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.99 [0.81-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.99 [0.82-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.98 [0.79-1.20],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.94 [0.77-1.16],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
