Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.29 [1.13-1.46],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Glu,1.14 [0.99-1.30],1.000,,Glucose
HDL-FC,1.09 [0.95-1.25],1.000,,Free Cholesterol in HDL
Lactate,1.08 [0.95-1.24],1.000,,Lactate
Citrate,1.07 [0.93-1.22],1.000,,Citrate
M-HDL-FC%,0.99 [0.86-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
Ala,0.97 [0.84-1.11],1.000,,Alanine
M-LDL-CE%,0.92 [0.81-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.91 [0.80-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.84 [0.74-0.94],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
