Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.06 [0.90-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.04 [0.89-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.03 [0.88-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.03 [0.88-1.21],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.00 [0.85-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.99 [0.85-1.15],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.98 [0.85-1.15],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.98 [0.84-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.97 [0.84-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.92 [0.79-1.08],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
