Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.16 [1.04-1.30],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Remnant-C,1.04 [0.94-1.16],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.04 [0.94-1.15],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,1.04 [0.94-1.15],1.000,,LDL Cholesterol
Clinical LDL-C,1.03 [0.93-1.14],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,1.00 [0.90-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,0.97 [0.88-1.08],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.97 [0.87-1.08],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.94 [0.85-1.04],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
HDL-CE,0.88 [0.78-1.00],1.000,,Cholesteryl Esters in HDL
