Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.91-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.07 [0.90-1.28],1.000,,VLDL Cholesterol
ApoB/ApoA1,1.03 [0.86-1.24],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.01 [0.84-1.22],1.000,,Apolipoprotein B
LDL-CE,1.00 [0.84-1.20],1.000,,Cholesteryl Esters in LDL
Albumin,0.96 [0.81-1.14],1.000,,Albumin
Creatinine,0.96 [0.76-1.21],1.000,,Creatinine
DHA,0.95 [0.77-1.18],1.000,,Docosahexaenoic Acid
Unsaturation,0.86 [0.71-1.05],1.000,,Degree of Unsaturation
M-LDL-FC%,0.80 [0.67-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
