Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.39 [1.25-1.54],1.104e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.38 [1.25-1.53],1.303e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.37 [1.25-1.51],2.536e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.36 [1.23-1.50],2.035e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.34 [1.22-1.48],2.884e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.32 [1.20-1.46],0.011,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-TG%,1.32 [1.19-1.46],0.009,**,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.31 [1.19-1.46],0.045,*,Phospholipids to Total-Lipids in IDL percentage
Total-CE,0.77 [0.69-0.85],0.030,*,Total-Esterified Cholesterol
IDL-C%,0.77 [0.70-0.84],0.001,**,Cholesterol to Total-Lipids in IDL percentage
LDL-C,0.77 [0.69-0.85],0.029,*,LDL Cholesterol
L-LDL-CE,0.76 [0.69-0.85],0.042,*,Cholesteryl Esters in Large LDL
L-LDL-C,0.76 [0.69-0.84],0.027,*,Cholesterol in Large LDL
S-LDL-FC,0.76 [0.69-0.84],0.048,*,Free Cholesterol in Small LDL
L-LDL-FC,0.76 [0.68-0.84],0.047,*,Free Cholesterol in Large LDL
M-LDL-C%,0.76 [0.69-0.83],1.900e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-FC%,0.76 [0.69-0.83],0.002,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
LDL-FC,0.75 [0.68-0.84],0.017,*,Free Cholesterol in LDL
IDL-CE%,0.75 [0.68-0.82],1.354e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.75 [0.68-0.82],2.606e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC,0.75 [0.67-0.83],0.008,**,Free Cholesterol in Medium LDL
S-LDL-C%,0.74 [0.68-0.81],4.067e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
Val,0.73 [0.65-0.82],0.026,*,Valine
DHA%,0.73 [0.66-0.81],0.001,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6,0.72 [0.65-0.80],2.413e-05,***,Omega-6 Fatty Acids
L-LDL-C%,0.72 [0.66-0.79],1.195e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
PUFA%,0.72 [0.65-0.79],4.536e-07,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA,0.72 [0.65-0.79],1.186e-05,***,Linoleic Acid
LA%,0.71 [0.65-0.79],1.810e-06,***,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.70 [0.63-0.78],1.741e-06,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA,0.69 [0.63-0.77],1.935e-07,***,Polyunsaturated Fatty Acids
Omega-3%,0.68 [0.61-0.76],4.909e-07,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,0.68 [0.60-0.77],3.254e-05,***,Omega-3 Fatty Acids
DHA,0.65 [0.57-0.74],2.121e-06,***,Docosahexaenoic Acid
Unsaturation,0.62 [0.56-0.69],9.461e-15,***,Degree of Unsaturation
