Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.19 [1.00-1.42],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.14 [0.96-1.34],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-CE%,1.12 [0.94-1.33],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.09 [0.92-1.30],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.08 [0.91-1.29],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.95 [0.81-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.91 [0.78-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.91 [0.78-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.91 [0.77-1.06],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.85 [0.72-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
