Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA,1.06 [1.01-1.12],1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,1.03 [0.99-1.08],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-3,1.03 [0.99-1.08],1.000,,Omega-3 Fatty Acids
DHA,1.01 [0.97-1.06],1.000,,Docosahexaenoic Acid
PUFA,1.01 [0.96-1.06],1.000,,Polyunsaturated Fatty Acids
VLDL-CE,0.99 [0.95-1.04],1.000,,Cholesteryl Esters in VLDL
Total-CE,0.99 [0.94-1.03],1.000,,Total-Esterified Cholesterol
Omega-6/Omega-3,0.95 [0.91-1.00],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.91 [0.87-0.96],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.88 [0.84-0.92],0.057,,Linoleic Acid to Total-Fatty Acids percentage
