Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.27 [1.05-1.53],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.26 [1.03-1.54],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-FC%,1.04 [0.85-1.27],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.02 [0.84-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.01 [0.82-1.23],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
PUFA,0.63 [0.52-0.76],0.437,,Polyunsaturated Fatty Acids
S-HDL-CE,0.61 [0.50-0.75],0.277,,Cholesteryl Esters in Small HDL
S-HDL-C,0.61 [0.50-0.74],0.221,,Cholesterol in Small HDL
S-HDL-P,0.61 [0.49-0.74],0.389,,Concentration of Small HDL Particles
Total-P,0.60 [0.48-0.74],0.406,,Total-Concentration of Lipoprotein Particles
