Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.57 [1.32-1.86],0.039,*,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.52 [1.29-1.79],0.112,,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.49 [1.28-1.74],0.100,,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.45 [1.25-1.69],0.175,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.41 [1.22-1.63],0.649,,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-CE%,0.70 [0.61-0.80],0.035,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.70 [0.61-0.80],0.043,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.69 [0.61-0.79],0.021,*,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-FC%,0.68 [0.60-0.78],0.007,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.68 [0.59-0.79],0.022,*,Cholesterol to Total-Lipids in Small VLDL percentage
Total-PL,0.67 [0.58-0.78],0.032,*,Total-Phospholipids in Lipoprotein Particles
Total-L,0.67 [0.58-0.77],0.014,*,Total-Lipids in Lipoprotein Particles
S-VLDL-FC%,0.67 [0.58-0.77],0.004,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
PUFA,0.67 [0.57-0.78],0.033,*,Polyunsaturated Fatty Acids
M-VLDL-PL%,0.66 [0.58-0.76],1.755e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-L,0.66 [0.56-0.77],0.046,*,Total-Lipids in Medium LDL
S-VLDL-PL%,0.65 [0.56-0.76],0.008,**,Phospholipids to Total-Lipids in Small VLDL percentage
M-LDL-C,0.65 [0.56-0.77],0.030,*,Cholesterol in Medium LDL
LDL-CE,0.64 [0.55-0.75],0.003,**,Cholesteryl Esters in LDL
LDL-L,0.64 [0.55-0.75],0.001,**,Total-Lipids in LDL
ApoB,0.64 [0.55-0.75],0.009,**,Apolipoprotein B
LDL-C,0.64 [0.55-0.74],9.570e-04,***,LDL Cholesterol
M-VLDL-C,0.64 [0.54-0.75],0.018,*,Cholesterol in Medium VLDL
M-LDL-FC,0.64 [0.54-0.75],0.011,*,Free Cholesterol in Medium LDL
L-LDL-CE,0.63 [0.54-0.74],0.002,**,Cholesteryl Esters in Large LDL
Total-CE,0.63 [0.55-0.73],1.174e-04,***,Total-Esterified Cholesterol
Total-C,0.63 [0.55-0.73],8.485e-05,***,Total-Cholesterol
LDL-PL,0.63 [0.54-0.74],0.002,**,Phospholipids in LDL
L-LDL-L,0.63 [0.54-0.73],4.650e-04,***,Total-Lipids in Large LDL
Non-HDL-C,0.63 [0.54-0.73],1.541e-04,***,Total-Cholesterol Minus HDL-C
M-VLDL-CE,0.63 [0.53-0.74],0.008,**,Cholesteryl Esters in Medium VLDL
Clinical LDL-C,0.63 [0.54-0.73],7.691e-05,***,Clinical LDL Cholesterol
L-LDL-C,0.63 [0.54-0.73],5.422e-04,***,Cholesterol in Large LDL
XS-VLDL-C,0.63 [0.53-0.74],0.007,**,Cholesterol in Very Small VLDL
Remnant-C,0.63 [0.54-0.73],2.781e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FC,0.63 [0.54-0.73],2.425e-04,***,Total-Free Cholesterol
LDL-FC,0.62 [0.53-0.73],6.728e-04,***,Free Cholesterol in LDL
XS-VLDL-CE,0.62 [0.52-0.73],0.003,**,Cholesteryl Esters in Very Small VLDL
L-LDL-PL,0.61 [0.52-0.72],4.377e-04,***,Phospholipids in Large LDL
IDL-PL,0.61 [0.52-0.72],4.049e-04,***,Phospholipids in IDL
L-LDL-FC,0.61 [0.52-0.71],2.551e-04,***,Free Cholesterol in Large LDL
IDL-L,0.61 [0.52-0.71],1.862e-05,***,Total-Lipids in IDL
IDL-FC,0.60 [0.51-0.71],1.836e-04,***,Free Cholesterol in IDL
IDL-C,0.60 [0.51-0.70],1.122e-05,***,Cholesterol in IDL
IDL-P,0.60 [0.50-0.71],6.119e-04,***,Concentration of IDL Particles
IDL-CE,0.60 [0.51-0.70],1.102e-05,***,Cholesteryl Esters in IDL
