Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.08 [0.91-1.28],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.05 [0.88-1.25],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.04 [0.88-1.24],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.02 [0.86-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.01 [0.86-1.19],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,1.00 [0.85-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.99 [0.82-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.98 [0.80-1.20],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.97 [0.81-1.18],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.97 [0.81-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
