Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.28 [1.10-1.47],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.19 [1.02-1.38],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.14 [0.97-1.33],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.09 [0.94-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.01 [0.87-1.18],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
IDL-CE%,0.69 [0.60-0.79],0.031,*,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-L,0.67 [0.58-0.78],0.016,*,Total-Lipids in Lipoprotein Particles
IDL-C,0.67 [0.57-0.77],0.026,*,Cholesterol in IDL
Phosphoglyc,0.66 [0.57-0.77],0.010,**,Phosphoglycerides
Total-PL,0.66 [0.57-0.77],0.007,**,Total-Phospholipids in Lipoprotein Particles
LA,0.66 [0.57-0.77],0.009,**,Linoleic Acid
Total-FC,0.66 [0.57-0.77],0.013,*,Total-Free Cholesterol
Total-C,0.66 [0.57-0.76],0.002,**,Total-Cholesterol
Omega-6,0.66 [0.57-0.76],0.006,**,Omega-6 Fatty Acids
Cholines,0.66 [0.57-0.76],0.003,**,Total-Cholines
Total-CE,0.65 [0.57-0.76],0.002,**,Total-Esterified Cholesterol
IDL-CE,0.65 [0.56-0.76],0.010,**,Cholesteryl Esters in IDL
PC,0.65 [0.56-0.75],0.002,**,Phosphatidylcholines
PUFA,0.64 [0.55-0.74],3.583e-04,***,Polyunsaturated Fatty Acids
DHA,0.63 [0.53-0.75],0.042,*,Docosahexaenoic Acid
