Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.14 [0.99-1.32],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.12 [0.98-1.27],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.11 [0.98-1.27],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.09 [0.95-1.23],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.04 [0.91-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.94 [0.83-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.93 [0.81-1.06],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-CE,0.92 [0.81-1.05],1.000,,Total-Esterified Cholesterol
LA%,0.89 [0.78-1.02],1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.88 [0.77-1.00],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
