Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.27 [1.19-1.35],1.129e-08,***,Glycoprotein Acetyls
Omega-6/Omega-3,1.24 [1.17-1.32],5.518e-07,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG%,1.20 [1.13-1.27],5.284e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.18 [1.11-1.26],0.014,*,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.18 [1.11-1.25],0.043,*,Triglycerides to Total-Lipids in IDL percentage
M-LDL-C%,0.85 [0.81-0.90],0.006,**,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-PL%,0.85 [0.80-0.90],0.044,*,Phospholipids to Total-Lipids in Small VLDL percentage
Remnant-C,0.85 [0.80-0.90],0.025,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-C%,0.85 [0.80-0.90],0.006,**,Cholesterol to Total-Lipids in IDL percentage
Total-FC,0.85 [0.80-0.90],0.019,*,Total-Free Cholesterol
IDL-CE%,0.85 [0.80-0.90],0.007,**,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-C,0.85 [0.80-0.90],0.006,**,Total-Cholesterol
S-LDL-P,0.85 [0.79-0.90],0.042,*,Concentration of Small LDL Particles
IDL-L,0.85 [0.80-0.90],0.009,**,Total-Lipids in IDL
Total-CE,0.84 [0.80-0.90],0.006,**,Total-Esterified Cholesterol
DHA%,0.84 [0.79-0.90],0.026,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-FC,0.84 [0.79-0.89],0.007,**,Free Cholesterol in IDL
IDL-P,0.84 [0.79-0.89],0.011,*,Concentration of IDL Particles
ApoB,0.84 [0.79-0.89],0.004,**,Apolipoprotein B
L-LDL-P,0.84 [0.79-0.89],0.011,*,Concentration of Large LDL Particles
IDL-C,0.84 [0.79-0.89],0.001,**,Cholesterol in IDL
Non-HDL-C,0.83 [0.79-0.89],5.473e-04,***,Total-Cholesterol Minus HDL-C
LDL-P,0.83 [0.78-0.89],0.004,**,Concentration of LDL Particles
IDL-CE,0.83 [0.79-0.89],9.556e-04,***,Cholesteryl Esters in IDL
M-LDL-P,0.83 [0.78-0.89],0.004,**,Concentration of Medium LDL Particles
L-LDL-CE,0.83 [0.78-0.88],4.518e-04,***,Cholesteryl Esters in Large LDL
L-LDL-L,0.83 [0.78-0.88],2.293e-04,***,Total-Lipids in Large LDL
S-LDL-CE,0.83 [0.78-0.88],7.545e-04,***,Cholesteryl Esters in Small LDL
LDL-CE,0.83 [0.78-0.88],1.648e-04,***,Cholesteryl Esters in LDL
L-LDL-C,0.83 [0.78-0.88],1.707e-04,***,Cholesterol in Large LDL
LDL-L,0.83 [0.78-0.88],7.887e-05,***,Total-Lipids in LDL
M-LDL-CE,0.83 [0.78-0.88],2.701e-04,***,Cholesteryl Esters in Medium LDL
LDL-C,0.82 [0.78-0.87],4.908e-05,***,LDL Cholesterol
Unsaturation,0.82 [0.77-0.88],2.194e-04,***,Degree of Unsaturation
M-LDL-L,0.82 [0.77-0.87],9.626e-05,***,Total-Lipids in Medium LDL
S-LDL-L,0.82 [0.77-0.87],9.473e-05,***,Total-Lipids in Small LDL
L-LDL-PL,0.82 [0.77-0.87],4.626e-05,***,Phospholipids in Large LDL
Clinical LDL-C,0.82 [0.77-0.87],7.837e-06,***,Clinical LDL Cholesterol
M-LDL-C,0.82 [0.77-0.87],4.439e-05,***,Cholesterol in Medium LDL
L-LDL-FC,0.82 [0.77-0.87],4.921e-05,***,Free Cholesterol in Large LDL
S-LDL-C,0.82 [0.77-0.87],6.337e-05,***,Cholesterol in Small LDL
M-LDL-PL,0.82 [0.77-0.87],6.131e-05,***,Phospholipids in Medium LDL
LDL-PL,0.82 [0.77-0.87],1.620e-05,***,Phospholipids in LDL
LDL-FC,0.81 [0.77-0.87],1.195e-05,***,Free Cholesterol in LDL
S-LDL-PL,0.81 [0.76-0.86],1.615e-05,***,Phospholipids in Small LDL
M-LDL-FC,0.81 [0.76-0.86],5.919e-06,***,Free Cholesterol in Medium LDL
S-LDL-FC,0.81 [0.76-0.86],3.894e-06,***,Free Cholesterol in Small LDL
DHA,0.80 [0.75-0.86],2.508e-05,***,Docosahexaenoic Acid
Albumin,0.79 [0.75-0.84],1.035e-09,***,Albumin
Omega-3%,0.79 [0.74-0.84],4.447e-08,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,0.79 [0.74-0.84],4.095e-07,***,Omega-3 Fatty Acids
