Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-C%,1.19 [0.98-1.45],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,1.17 [0.96-1.43],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-FC%,1.04 [0.86-1.26],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-PL%,1.03 [0.84-1.27],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.03 [0.83-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.00 [0.80-1.24],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.98 [0.78-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.97 [0.79-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.95 [0.79-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.85 [0.70-1.05],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
