Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.63 [1.47-1.80],7.563e-17,***,Creatinine
S-HDL-TG%,1.26 [1.13-1.41],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.24 [1.11-1.39],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.21 [1.09-1.34],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.16 [1.05-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.94 [0.84-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.83 [0.75-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.80 [0.73-0.89],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.78 [0.70-0.86],0.120,,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.77 [0.70-0.85],0.026,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
