Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.53 [1.29-1.82],0.341,,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.50 [1.27-1.78],0.454,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.49 [1.26-1.77],0.536,,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-TG%,1.31 [1.09-1.57],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.10 [0.92-1.32],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.84 [0.71-0.99],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.81 [0.69-0.95],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.81 [0.69-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.69 [0.59-0.80],0.284,,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.68 [0.58-0.79],0.132,,Cholesteryl Esters to Total-Lipids in IDL percentage
