Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.16 [1.00-1.35],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,1.08 [0.94-1.26],1.000,,Glutamine
Gly,1.05 [0.91-1.22],1.000,,Glycine
Omega-6/Omega-3,1.05 [0.91-1.22],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ala,1.01 [0.87-1.17],1.000,,Alanine
M-LDL-FC%,0.95 [0.82-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-BCAA,0.87 [0.75-1.02],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-C%,0.74 [0.65-0.84],0.716,,Cholesterol to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.73 [0.63-0.83],0.926,,Clinical LDL Cholesterol
Non-HDL-C,0.72 [0.63-0.83],0.857,,Total-Cholesterol Minus HDL-C
