Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-FC%,1.13 [1.01-1.25],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.08 [0.97-1.22],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.06 [0.95-1.18],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.03 [0.93-1.15],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.00 [0.90-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.97 [0.87-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.95 [0.86-1.06],1.000,,Apolipoprotein B
Clinical LDL-C,0.94 [0.85-1.04],1.000,,Clinical LDL Cholesterol
ApoA1,0.90 [0.81-1.00],1.000,,Apolipoprotein A1
HDL-C,0.90 [0.80-1.00],1.000,,HDL Cholesterol
