Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.44 [1.21-1.72],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.39 [1.15-1.69],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.17 [0.96-1.42],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.11 [0.92-1.34],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.11 [0.91-1.35],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.94 [0.79-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.93 [0.77-1.11],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.91 [0.76-1.09],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.90 [0.75-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.67 [0.57-0.79],0.201,,Cholesterol to Total-Lipids in Small LDL percentage
