Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.29 [1.17-1.42],0.103,,Glycoprotein Acetyls
Acetate,1.27 [1.16-1.39],0.037,*,Acetate
XS-VLDL-PL,1.24 [1.13-1.36],0.763,,Phospholipids in Very Small VLDL
Gly,1.16 [1.06-1.27],1.000,,Glycine
Phe,1.03 [0.94-1.14],1.000,,Phenylalanine
Omega-3%,0.94 [0.85-1.04],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.92 [0.83-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.91 [0.82-1.00],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,0.90 [0.82-1.00],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Lactate,0.74 [0.67-0.82],5.598e-04,***,Lactate
