Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-CE%,1.04 [0.99-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gln,1.04 [0.99-1.09],1.000,,Glutamine
Ala,1.01 [0.97-1.06],1.000,,Alanine
M-LDL-TG%,1.00 [0.96-1.05],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-C%,1.00 [0.95-1.05],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
DHA,0.99 [0.94-1.04],1.000,,Docosahexaenoic Acid
PUFA%,0.99 [0.94-1.05],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.99 [0.94-1.04],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
SFA%,0.98 [0.93-1.03],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.95 [0.90-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
