Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,2.02 [1.70-2.39],1.990e-10,***,Glycoprotein Acetyls
M-LDL-TG%,1.29 [1.09-1.54],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,1.04 [0.88-1.24],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.03 [0.86-1.22],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.02 [0.86-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.97 [0.81-1.17],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.89 [0.75-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.85 [0.71-1.01],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.83 [0.70-0.99],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-CE%,0.81 [0.68-0.97],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
