Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-FC%,1.13 [1.04-1.24],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-C%,1.12 [1.03-1.23],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.09 [1.00-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.07 [1.00-1.14],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-LDL-PL%,1.05 [0.98-1.12],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
HDL-C,1.00 [0.92-1.08],1.000,,HDL Cholesterol
Clinical LDL-C,1.00 [0.92-1.07],1.000,,Clinical LDL Cholesterol
LDL-C,0.99 [0.92-1.07],1.000,,LDL Cholesterol
Non-HDL-C,0.97 [0.90-1.05],1.000,,Total-Cholesterol Minus HDL-C
M-LDL-TG%,0.90 [0.83-0.97],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
