Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-PL,1.29 [1.16-1.43],0.375,,Phospholipids in HDL
M-HDL-FC,1.28 [1.15-1.41],0.371,,Free Cholesterol in Medium HDL
M-HDL-PL,1.28 [1.15-1.41],0.558,,Phospholipids in Medium HDL
HDL-FC,1.27 [1.15-1.40],0.656,,Free Cholesterol in HDL
M-HDL-P,1.27 [1.15-1.40],0.702,,Concentration of Medium HDL Particles
M-LDL-PL%,0.97 [0.87-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.94 [0.84-1.04],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-TG%,0.89 [0.80-1.00],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
Creatinine,0.77 [0.69-0.86],0.551,,Creatinine
XL-HDL-FC%,0.75 [0.67-0.84],0.281,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
