Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.20 [1.05-1.38],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.17 [1.03-1.33],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.16 [1.01-1.33],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.11 [0.97-1.27],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.10 [0.96-1.26],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-FC%,0.89 [0.78-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.88 [0.78-0.99],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.87 [0.77-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.86 [0.76-0.98],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.83 [0.73-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
