Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.28 [1.05-1.57],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.28 [1.06-1.53],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.24 [1.02-1.51],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-PL%,1.06 [0.86-1.29],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,1.01 [0.82-1.23],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.99 [0.81-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.95 [0.78-1.15],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.93 [0.78-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.88 [0.72-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.82 [0.70-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
