Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.25 [1.03-1.51],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.15 [0.94-1.40],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.13 [0.93-1.38],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.10 [0.90-1.35],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.05 [0.86-1.30],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.89 [0.72-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.88 [0.73-1.05],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.87 [0.72-1.05],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.86 [0.71-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.85 [0.70-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
