Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-FC,1.13 [0.98-1.29],1.000,,Free Cholesterol in HDL
Pyruvate,1.08 [0.94-1.24],1.000,,Pyruvate
Citrate,1.07 [0.93-1.23],1.000,,Citrate
M-LDL-PL%,1.02 [0.88-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Unsaturation,1.01 [0.87-1.16],1.000,,Degree of Unsaturation
M-LDL-FC%,0.97 [0.84-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Tyr,0.84 [0.72-0.98],1.000,,Tyrosine
Ile,0.82 [0.70-0.96],1.000,,Isoleucine
Leu,0.76 [0.65-0.89],1.000,,Leucine
S-LDL-C%,0.71 [0.63-0.81],0.016,*,Cholesterol to Total-Lipids in Small LDL percentage
