Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-C%,1.10 [0.99-1.21],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.05 [0.94-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.03 [0.93-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.01 [0.91-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.01 [0.92-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.99 [0.89-1.09],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.97 [0.86-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.97 [0.87-1.09],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.95 [0.85-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.93 [0.84-1.03],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
