Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.14 [1.01-1.28],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,1.09 [0.97-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,1.06 [0.94-1.20],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.06 [0.94-1.20],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-FC%,1.03 [0.92-1.16],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.00 [0.89-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.99 [0.88-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.95 [0.85-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.90 [0.81-1.00],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.90 [0.80-1.00],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
