Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.25 [1.10-1.41],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Phe,1.05 [0.92-1.20],1.000,,Phenylalanine
Omega-6/Omega-3,1.04 [0.91-1.19],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
ApoB/ApoA1,1.03 [0.90-1.17],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,1.01 [0.88-1.16],1.000,,Valine
VLDL-C,1.00 [0.88-1.14],1.000,,VLDL Cholesterol
Remnant-C,0.94 [0.83-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.91 [0.81-1.03],1.000,,Total-Cholesterol
HDL-CE,0.84 [0.73-0.97],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.84 [0.74-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
