Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-PL%,1.16 [0.95-1.40],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.13 [0.93-1.37],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,1.13 [0.94-1.36],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-C%,1.09 [0.90-1.32],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.08 [0.89-1.32],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,0.97 [0.81-1.17],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.93 [0.78-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.89 [0.74-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.88 [0.74-1.05],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.81 [0.68-0.97],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
