Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.23 [1.03-1.46],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.22 [1.04-1.44],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.17 [0.98-1.40],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.07 [0.90-1.27],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.01 [0.85-1.20],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.81 [0.69-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.81 [0.69-0.94],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.80 [0.70-0.91],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.80 [0.68-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.79 [0.68-0.92],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
