Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.46 [1.32-1.61],1.066e-08,***,Glycoprotein Acetyls
Gly,1.19 [1.08-1.30],1.000,,Glycine
M-LDL-TG%,1.17 [1.06-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gln,1.17 [1.06-1.29],1.000,,Glutamine
M-HDL-TG%,1.07 [0.97-1.19],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Tyr,0.75 [0.67-0.83],0.050,,Tyrosine
Creatinine,0.71 [0.64-0.79],8.620e-05,***,Creatinine
Val,0.70 [0.62-0.78],2.603e-05,***,Valine
Total-BCAA,0.68 [0.61-0.76],3.645e-06,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.65 [0.58-0.73],5.410e-08,***,Leucine
