Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.25 [1.15-1.36],0.032,*,Glycoprotein Acetyls
L-LDL-TG%,1.24 [1.14-1.34],0.049,*,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.22 [1.13-1.32],0.195,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.22 [1.12-1.32],0.396,,Triglycerides to Total-Lipids in IDL percentage
MUFA,1.08 [0.99-1.17],1.000,,Monounsaturated Fatty Acids
HDL-C,0.96 [0.89-1.05],1.000,,HDL Cholesterol
ApoB,0.91 [0.84-0.99],1.000,,Apolipoprotein B
Clinical LDL-C,0.88 [0.81-0.95],1.000,,Clinical LDL Cholesterol
IDL-C%,0.84 [0.77-0.90],0.605,,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.83 [0.77-0.90],0.493,,Cholesterol to Total-Lipids in Large LDL percentage
