Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.17 [0.99-1.37],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.10 [0.93-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.03 [0.88-1.22],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.03 [0.87-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.02 [0.87-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.98 [0.84-1.14],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.96 [0.82-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,0.95 [0.81-1.12],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-C%,0.92 [0.79-1.07],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.89 [0.76-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
