Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.49 [1.31-1.68],5.229e-05,***,Glycoprotein Acetyls
IDL-PL%,1.34 [1.19-1.52],0.736,,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-PL,1.32 [1.18-1.48],0.394,,Phospholipids in Very Large HDL
XL-HDL-FC,1.31 [1.18-1.47],0.360,,Free Cholesterol in Very Large HDL
XL-HDL-L,1.31 [1.17-1.47],0.903,,Total-Lipids in Very Large HDL
IDL-CE%,0.74 [0.66-0.83],0.030,*,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-C,0.74 [0.65-0.84],0.328,,Cholesterol in Small HDL
S-HDL-P,0.74 [0.65-0.84],0.480,,Concentration of Small HDL Particles
Albumin,0.73 [0.65-0.82],0.007,**,Albumin
S-HDL-CE,0.71 [0.63-0.80],0.012,*,Cholesteryl Esters in Small HDL
