Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.21 [1.02-1.43],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.19 [1.01-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.15 [0.97-1.36],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.08 [0.92-1.27],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.03 [0.88-1.22],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.92 [0.79-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.87 [0.75-1.00],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.85 [0.74-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.85 [0.73-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.85 [0.73-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
