Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.18 [1.04-1.35],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.11 [0.98-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.11 [0.97-1.27],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,1.08 [0.95-1.22],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.04 [0.92-1.18],1.000,,Valine
VLDL-C,0.96 [0.84-1.09],1.000,,VLDL Cholesterol
Non-HDL-C,0.93 [0.81-1.06],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.92 [0.81-1.06],1.000,,Total-Cholesterol
Remnant-C,0.92 [0.81-1.05],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.90 [0.79-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
