Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Leu,1.03 [0.89-1.19],1.000,,Leucine
M-LDL-PL%,1.03 [0.89-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,1.02 [0.88-1.19],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.02 [0.88-1.18],1.000,,Valine
Ile,1.01 [0.87-1.17],1.000,,Isoleucine
SFA,0.98 [0.85-1.14],1.000,,Saturated Fatty Acids
Total-FA,0.98 [0.85-1.14],1.000,,Total-Fatty Acids
Omega-6,0.96 [0.83-1.11],1.000,,Omega-6 Fatty Acids
PUFA,0.95 [0.82-1.09],1.000,,Polyunsaturated Fatty Acids
M-LDL-FC%,0.94 [0.82-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
