Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.12 [0.97-1.31],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,1.08 [0.95-1.23],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,1.02 [0.87-1.19],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,1.02 [0.89-1.16],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.00 [0.89-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.00 [0.86-1.16],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.97 [0.86-1.11],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.97 [0.85-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.95 [0.83-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.93 [0.81-1.06],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
