Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.40 [1.25-1.57],0.001,**,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.40 [1.25-1.57],0.002,**,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.35 [1.21-1.51],0.025,*,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.17 [1.04-1.32],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,1.04 [0.93-1.18],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-C%,0.78 [0.70-0.87],0.623,,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.75 [0.68-0.84],0.068,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-C%,0.72 [0.65-0.80],5.669e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.72 [0.65-0.80],1.768e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.72 [0.65-0.80],6.143e-05,***,Cholesterol to Total-Lipids in IDL percentage
