Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-L,1.14 [1.12-1.16],6.605e-43,***,Total-Lipids in Large HDL
L-HDL-PL,1.13 [1.12-1.15],6.088e-42,***,Phospholipids in Large HDL
HDL-size,1.13 [1.11-1.15],3.372e-39,***,Average Diameter for HDL Particles
L-HDL-C,1.13 [1.11-1.15],5.745e-39,***,Cholesterol in Large HDL
L-HDL-P,1.13 [1.11-1.15],5.254e-40,***,Concentration of Large HDL Particles
L-HDL-FC,1.13 [1.11-1.15],1.231e-39,***,Free Cholesterol in Large HDL
L-HDL-CE,1.13 [1.11-1.15],1.458e-37,***,Cholesteryl Esters in Large HDL
HDL-FC,1.13 [1.11-1.15],6.618e-39,***,Free Cholesterol in HDL
M-HDL-FC%,1.13 [1.11-1.15],2.416e-34,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-L,1.12 [1.10-1.14],2.033e-35,***,Total-Lipids in HDL
HDL-C,1.12 [1.10-1.14],9.621e-35,***,HDL Cholesterol
HDL-PL,1.12 [1.10-1.14],3.324e-34,***,Phospholipids in HDL
HDL-CE,1.12 [1.10-1.14],1.706e-32,***,Cholesteryl Esters in HDL
XL-HDL-PL,1.12 [1.10-1.14],3.535e-31,***,Phospholipids in Very Large HDL
XL-HDL-L,1.12 [1.10-1.14],1.099e-30,***,Total-Lipids in Very Large HDL
XL-HDL-CE,1.12 [1.10-1.13],6.119e-30,***,Cholesteryl Esters in Very Large HDL
M-HDL-FC,1.11 [1.10-1.13],1.678e-31,***,Free Cholesterol in Medium HDL
XL-HDL-PL%,1.11 [1.09-1.13],1.135e-24,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-P,1.11 [1.09-1.13],2.276e-29,***,Concentration of Very Large HDL Particles
ApoA1,1.11 [1.09-1.13],4.653e-29,***,Apolipoprotein A1
XL-HDL-C,1.11 [1.09-1.13],4.939e-27,***,Cholesterol in Very Large HDL
M-HDL-P,1.11 [1.09-1.13],1.992e-27,***,Concentration of Medium HDL Particles
M-HDL-C,1.11 [1.09-1.12],5.619e-26,***,Cholesterol in Medium HDL
Gly,1.10 [1.09-1.12],1.401e-26,***,Glycine
M-HDL-L,1.10 [1.09-1.12],3.450e-25,***,Total-Lipids in Medium HDL
M-HDL-CE,1.10 [1.08-1.12],2.546e-24,***,Cholesteryl Esters in Medium HDL
PC,1.10 [1.08-1.12],1.070e-23,***,Phosphatidylcholines
M-HDL-PL,1.10 [1.08-1.12],6.701e-24,***,Phospholipids in Medium HDL
Cholines,1.10 [1.08-1.12],2.932e-22,***,Total-Cholines
SM,1.10 [1.08-1.12],5.080e-22,***,Sphingomyelins
Phosphoglyc,1.10 [1.08-1.11],8.405e-21,***,Phosphoglycerides
L-HDL-FC%,1.09 [1.07-1.11],2.603e-17,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-P,1.09 [1.07-1.11],5.006e-20,***,Concentration of HDL Particles
Total-P,1.09 [1.07-1.11],2.351e-19,***,Total-Concentration of Lipoprotein Particles
DHA,1.09 [1.07-1.11],1.992e-18,***,Docosahexaenoic Acid
Unsaturation,1.09 [1.07-1.11],1.186e-16,***,Degree of Unsaturation
Total-PL,1.08 [1.07-1.10],4.227e-16,***,Total-Phospholipids in Lipoprotein Particles
XL-HDL-FC,1.08 [1.06-1.10],5.454e-14,***,Free Cholesterol in Very Large HDL
L-HDL-TG,1.08 [1.06-1.10],1.229e-14,***,Triglycerides in Large HDL
Omega-3,1.08 [1.06-1.10],2.220e-13,***,Omega-3 Fatty Acids
