Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.57 [1.47-1.67],3.996e-36,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.55 [1.45-1.65],2.114e-34,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.54 [1.44-1.64],1.675e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.51 [1.41-1.61],4.408e-26,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.49 [1.40-1.59],3.787e-29,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.48 [1.38-1.59],4.695e-24,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.41 [1.31-1.51],1.396e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.39 [1.29-1.49],2.132e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XXL-VLDL-PL%,1.35 [1.25-1.45],1.012e-09,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-TG%,1.31 [1.23-1.41],2.373e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
Creatinine,1.31 [1.24-1.40],6.991e-13,***,Creatinine
XL-VLDL-TG%,1.29 [1.19-1.40],2.240e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-PL%,1.29 [1.20-1.38],4.952e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-PL%,1.25 [1.17-1.34],2.227e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.25 [1.17-1.33],1.313e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.23 [1.14-1.32],0.004,**,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-FC%,1.21 [1.13-1.30],0.011,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.85 [0.79-0.90],0.027,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,0.83 [0.78-0.89],0.001,**,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-C%,0.82 [0.77-0.88],0.004,**,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,0.82 [0.77-0.88],0.001,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
