Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.87 [1.59-2.20],5.743e-09,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.81 [1.62-2.03],5.143e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.80 [1.59-2.04],7.695e-16,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.78 [1.57-2.02],6.049e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.77 [1.59-1.96],2.094e-21,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.76 [1.59-1.96],3.330e-20,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.68 [1.51-1.86],1.181e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.65 [1.49-1.83],1.936e-16,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.65 [1.47-1.85],7.544e-12,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.54 [1.38-1.71],7.826e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.50 [1.35-1.67],3.304e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.50 [1.34-1.68],3.391e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.43 [1.28-1.60],1.352e-04,***,Glycoprotein Acetyls
L-VLDL-TG%,1.38 [1.22-1.56],0.050,*,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,1.37 [1.22-1.54],0.025,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-FC%,0.77 [0.70-0.85],0.006,**,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.75 [0.68-0.83],0.017,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-HDL-C%,0.74 [0.66-0.82],0.003,**,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-FC%,0.73 [0.67-0.80],6.553e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.73 [0.66-0.81],6.793e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-CE%,0.73 [0.66-0.81],2.591e-04,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
HDL-P,0.73 [0.64-0.82],0.039,*,Concentration of HDL Particles
S-VLDL-PL,0.71 [0.63-0.80],0.009,**,Phospholipids in Small VLDL
Phosphoglyc,0.71 [0.63-0.79],1.963e-04,***,Phosphoglycerides
S-VLDL-CE,0.71 [0.63-0.80],0.007,**,Cholesteryl Esters in Small VLDL
VLDL-C,0.70 [0.62-0.79],4.752e-04,***,VLDL Cholesterol
