Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.15 [0.93-1.41],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.14 [0.95-1.37],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.07 [0.89-1.29],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.02 [0.85-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,1.02 [0.85-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Omega-6%,0.99 [0.82-1.19],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.99 [0.82-1.19],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.95 [0.79-1.15],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.93 [0.77-1.12],1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.92 [0.77-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
