Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,3.06 [2.77-3.40],6.356e-96,***,Creatinine
XS-VLDL-PL%,1.57 [1.36-1.82],2.894e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.55 [1.32-1.81],0.008,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.54 [1.32-1.79],0.004,**,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.53 [1.30-1.79],0.026,*,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.51 [1.30-1.75],0.014,*,Triglycerides to Phosphoglycerides ratio
L-HDL-C%,0.73 [0.65-0.83],0.104,,Cholesterol to Total-Lipids in Large HDL percentage
IDL-C%,0.72 [0.64-0.82],0.132,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.71 [0.62-0.81],0.040,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,0.69 [0.60-0.79],0.011,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-C%,0.68 [0.59-0.78],0.009,**,Cholesterol to Total-Lipids in Medium HDL percentage
