Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.21 [1.12-1.32],0.904,,Glycoprotein Acetyls
M-LDL-TG%,1.20 [1.11-1.29],0.639,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.14 [1.05-1.24],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.13 [1.04-1.22],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.04 [0.96-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.95 [0.88-1.03],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.89 [0.83-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.89 [0.83-0.95],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.88 [0.82-0.95],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.88 [0.81-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
