Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.18 [1.05-1.31],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.12 [1.01-1.26],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.12 [1.01-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-CE%,1.03 [0.92-1.14],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.01 [0.91-1.13],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.98 [0.88-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.88 [0.79-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.86 [0.77-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.85 [0.77-0.94],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
DHA%,0.77 [0.69-0.86],0.826,,Docosahexaenoic Acid to Total-Fatty Acids percentage
