Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.07 [0.99-1.16],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.06 [0.98-1.15],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.05 [0.97-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.03 [0.96-1.12],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.02 [0.95-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.97 [0.90-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.93 [0.86-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.91 [0.84-0.99],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.91 [0.84-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.90 [0.83-0.98],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
