Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-C%,1.11 [1.02-1.22],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,1.07 [0.97-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.02 [0.94-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.01 [0.92-1.10],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.01 [0.91-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Phosphoglyc,0.80 [0.74-0.88],0.265,,Phosphoglycerides
Total-PL,0.80 [0.73-0.88],0.523,,Total-Phospholipids in Lipoprotein Particles
PC,0.80 [0.73-0.88],0.207,,Phosphatidylcholines
Omega-3,0.78 [0.70-0.86],0.171,,Omega-3 Fatty Acids
DHA,0.77 [0.69-0.85],0.297,,Docosahexaenoic Acid
