Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-CE%,1.04 [0.99-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.03 [0.98-1.09],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C%,1.03 [0.98-1.09],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.03 [0.97-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.02 [0.97-1.08],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.99 [0.94-1.04],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoA1,0.99 [0.94-1.04],1.000,,Apolipoprotein A1
Clinical LDL-C,0.92 [0.87-0.96],1.000,,Clinical LDL Cholesterol
LDL-C,0.91 [0.87-0.96],1.000,,LDL Cholesterol
ApoB,0.91 [0.87-0.96],1.000,,Apolipoprotein B
