Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.05 [0.95-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.04 [0.94-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.03 [0.94-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.03 [0.93-1.14],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.03 [0.93-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.00 [0.91-1.10],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.97 [0.88-1.07],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.97 [0.88-1.07],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.96 [0.88-1.06],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,0.96 [0.87-1.06],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
