Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.09 [1.04-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.08 [1.03-1.13],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.07 [1.03-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.05 [1.00-1.10],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.04 [0.99-1.09],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.94 [0.90-0.99],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.93 [0.89-0.97],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.93 [0.89-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.93 [0.89-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.92 [0.89-0.96],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
