Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.07 [1.02-1.12],1.000,,Glycine
Gln,1.06 [1.01-1.11],1.000,,Glutamine
M-LDL-PL%,1.01 [0.96-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.01 [0.96-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-C%,1.00 [0.95-1.06],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.99 [0.93-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.96 [0.91-1.02],1.000,,VLDL Cholesterol
Total-C,0.90 [0.85-0.96],1.000,,Total-Cholesterol
HDL-CE,0.89 [0.84-0.95],1.000,,Cholesteryl Esters in HDL
DHA,0.85 [0.80-0.91],0.768,,Docosahexaenoic Acid
