Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.15 [1.01-1.32],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.14 [1.00-1.31],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.11 [0.98-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.09 [0.95-1.25],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.02 [0.90-1.17],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.93 [0.82-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.89 [0.77-1.03],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.89 [0.77-1.02],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.88 [0.77-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.88 [0.76-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
